pid,title,price_ngn,price_raw,bedrooms,bathrooms,prop_type,location,area,lga,state,agent,features,date_added,url
7PMCR,Newly Built 5 Bedroom Fully Detached Duplex,350000000.0,"₦ 350,000,000",5.0,5.0,House,Katampe Extension Katampe Abuja,Katampe Extension,Katampe,Abuja,Starzij Realtors,Cctv Cameras; 24 Hours Security; Security,24 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-katampe-extension-katampe-abuja-7PMCR
4NHNU,5 Bedroom Duplex With Swimming Pool,700000000.0,"₦ 700,000,000",5.0,5.0,House,Omole Phase I Ikeja Gra Ikeja Lagos,Omole Phase I Ikeja Gra,Ikeja,Lagos,PECONS REALTORS,,31 Jul 2025,https://www.propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-i-ikeja-gra-ikeja-lagos-4NHNU
8PRLX,5 Bedroom Detached Duplex With Elevator + Cinema,3500000000.0,"₦ 3,500,000,000",5.0,5.0,House,Parkview Estate Ikoyi Lagos,Parkview Estate,Ikoyi,Lagos,Innerowrkings investments,Jacuzzi; Cctv Cameras; 24 Hours Security,02 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-parkview-estate-ikoyi-lagos-8PRLX
3LRDM,672 Residential Plots Of Land In A Beautiful Estate,279000000.0,"₦ 279,000,000",,,Land,Vgc Lekki Lagos,Vgc,Lekki,Lagos,Innerowrkings investments,Governor's Consent; Cctv Cameras; 24 Hours Security,25 Sep 2025,https://www.propertypro.ng/property/land-for-sale-vgc-lekki-lagos-3LRDM
0PLSF,4 Bedroom Semi Detached Duplex With Bq,350000000.0,"₦ 350,000,000",4.0,4.0,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,PMNG Acquisitions,,21 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opebi-ikeja-lagos-0PLSF
8PLQH,2 Bedroom Apartment With Bq,210000000.0,"₦ 210,000,000",2.0,2.0,Flat Apartment,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,PMNG Acquisitions,Governor's Consent; Gym; Big Compound,20 Apr 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-adeniyi-jones-ikeja-lagos-8PLQH
7PMLP,Newly Built 5 Bedroom Detached Duplex,3000000000.0,"₦ 3,000,000,000",5.0,5.0,House,Wuye Abuja,Wuye,Abuja,Abuja,Starzij Realtors,Cctv Cameras; 24 Hours Security; Security,28 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-wuye-abuja-7PMLP
1NWLU,3 Bedroom Flat,700000000.0,"₦ 700,000,000",3.0,3.0,Flat Apartment,Maitama Maitama Abuja,Maitama,Maitama,Abuja,Mutu Daniel,,04 Dec 2025,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-maitama-maitama-abuja-1NWLU
2PLZF,Newly Built 5 Bedroom Smart Duplex With Bq,550000000.0,"₦ 550,000,000",5.0,5.0,House,Idu Industrial (institution And Research) Abuja,Idu Industrial (institution And,Research),Abuja,Starzij Realtors,Jacuzzi; Cctv Cameras; 24 Hours Security,23 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-idu-industrial-institution-and-research-abuja-2PLZF
7NRFS,Newly Built 4 Bedroom Terrace Duplex With Bq,700000000.0,"₦ 700,000,000",4.0,4.0,House,Maitama Maitama Abuja,Maitama,Maitama,Abuja,Mutu Daniel,,12 Oct 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-maitama-maitama-abuja-7NRFS
5PTTX,Standard 3 Bedroom Apartment,175000000.0,"₦ 175,000,000",3.0,3.0,Flat Apartment,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,PMNG Acquisitions,,22 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-opebi-ikeja-lagos-5PTTX
7PJVH,4 Bedroom Duplex,150000000.0,"₦ 150,000,000",4.0,4.0,House,Off Basorun Akpampa Drive Jericho Ibadan Oyo,Off Basorun Akpampa Drive Jericho,Ibadan,Oyo,PECONS REALTORS,,03 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-basorun-akpampa-drive-jericho-ibadan-oyo-7PJVH
3PQWA,Luxury 4 Bedroom Terraced Duplex With Bq,250000000.0,"₦ 250,000,000",4.0,4.0,House,Ologolo Lekki Lagos,Ologolo,Lekki,Lagos,Innerowrkings investments,Security Doors; Big Compound; 24 Hours Security,28 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-3PQWA
6PRJV,Brand New 5bedroom Duplex With Swimming Pool,400000000.0,"₦ 400,000,000",5.0,5.0,Flat Apartment,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Sac realty,Jacuzzi; Cctv Cameras; 24 Hours Security,02 Jun 2026,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-orchid-lekki-lagos-6PRJV
1PTEW,Brand New 1 Bedroom Flat With Pool & Gym For Sale,150000000.0,"₦ 150,000,000",1.0,1.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,FRANK’s Villa,,17 Jun 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-1PTEW
7PSTG,4 Bedroom Terrace Duplex + Bq,210000000.0,"₦ 210,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,BEVIKS REALTY,Big Compound; 24 Hours Security; Security,13 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-7PSTG
2PGQC,4 Bedroom Fully Detached Duplex With Bq,300000000.0,"₦ 300,000,000",4.0,,House,Berger Ojodu Lagos,Berger,Ojodu,Lagos,PMNG Acquisitions,Security; Parking Space; All Room Ensuit,13 Mar 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-berger-ojodu-lagos-2PGQC
8PUJD,4 Bedroom Detached Duplex With Bq,320000000.0,"₦ 320,000,000",4.0,4.0,House,Ogba Lagos,Ogba,Lagos,Lagos,PMNG Acquisitions,,26 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ogba-lagos-8PUJD
2NXCZ,4 Bedroom Terrace Duplex With Bq,200000000.0,"₦ 200,000,000",4.0,4.0,House,Kado Abuja,Kado,Abuja,Abuja,Mutu Daniel,All Room Ensuit; Boys Quater,10 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kado-abuja-2NXCZ
9PSTK,750sqm Of Land Beside Idu Train Station,46600000.0,"₦ 46,600,000",2.0,2.0,Land,Idu Abuja,Idu,Abuja,Abuja,BEVIKS REALTY,C Of O; Security; Parking Space,13 Jun 2026,https://www.propertypro.ng/property/2-bedroom-land-for-sale-idu-abuja-9PSTK
0PUBP,3 Bedroom Apartment For Sale In Banana Island Ikoyi,850000000.0,"₦ 850,000,000",3.0,3.0,Flat Apartment,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,FRANK’s Villa,,24 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-0PUBP
8PGSA,Land Of 400sqm,105000000.0,"₦ 105,000,000",,,Land,Bodija Ibadan Oyo,Bodija,Ibadan,Oyo,PECONS REALTORS,,15 Mar 2026,https://www.propertypro.ng/property/land-for-sale-bodija-ibadan-oyo-8PGSA
4PTHC,Modern 3 Bedroom Apartment With Bq.,500000000.0,"₦ 500,000,000",3.0,,Flat Apartment,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,PMNG Acquisitions,Gym; Swimming Pool; Elevator,17 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-lagos-4PTHC
2PQDM,Newly Built 3 Bedroom Terrace Duplex,150000000.0,"₦ 150,000,000",3.0,3.0,House,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,FRANK’s Villa,,21 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-sangotedo-ajah-lagos-2PQDM
0PPQM,3 Bedroom Duplex,190000000.0,"₦ 190,000,000",3.0,3.0,House,Orchid Lekki Lagos,Orchid,Lekki,Lagos,PECONS REALTORS,,16 May 2026,https://www.propertypro.ng/property/3-bedroom-house-for-sale-orchid-lekki-lagos-0PPQM
5PSBK,Brand New 4bedroom Terrace,160000000.0,"₦ 160,000,000",4.0,4.0,Flat Apartment,Thomas Estate Ajah Lagos,Thomas Estate,Ajah,Lagos,Sac realty,Jacuzzi; Cctv Cameras; 24 Hours Security,08 Jun 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-thomas-estate-ajah-lagos-5PSBK
8PLZK,Contemporary 5 Bedroom Fully Detached Duplex,1300000000.0,"₦ 1,300,000,000",5.0,5.0,House,Cowrie Creek Ikate Lekki Lagos,Cowrie Creek Ikate,Lekki,Lagos,PCL HOMES,Newly Built; Serviced; Only on PropertyPro,23 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-cowrie-creek-ikate-lekki-lagos-8PLZK
9PMCG,3 Bedroom Apartment,400000000.0,"₦ 400,000,000",3.0,3.0,Flat Apartment,Ikeja Gra Ikeja Gra Ikeja Lagos,Ikeja Gra Ikeja Gra,Ikeja,Lagos,PMNG Acquisitions,,24 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikeja-gra-ikeja-gra-ikeja-lagos-9PMCG
6PRDP,6 Bedroom House,4850000000.0,"₦ 4,850,000,000",6.0,6.0,House,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,PECONS REALTORS,,30 May 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-banana-island-ikoyi-lagos-6PRDP
6PSCX,Serviced 2 Bedroom Massionette For Sale,300000000.0,"₦ 300,000,000",2.0,2.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,FRANK’s Villa,,08 Jun 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6PSCX
6PRUK,Fully Serviced 3 Bedroom With Waterfront For Sale,1000000000.0,"₦ 1,000,000,000",3.0,3.0,Flat Apartment,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,FRANK’s Villa,,05 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-6PRUK
0PLPU,3 Bedroom Apartment,300000000.0,"₦ 300,000,000",3.0,3.0,Flat Apartment,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,PMNG Acquisitions,Governor's Consent; Gym; Big Compound,20 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-adeniyi-jones-ikeja-lagos-0PLPU
5PRYY,Primed 592sqm & 634sqm & 831sqm Lands In An Estate,200000000.0,"₦ 200,000,000",,,Land,Chaplain Court Abraham Adesanya Estate Ajah Lagos,Chaplain Court Abraham Adesanya Estate,Ajah,Lagos,Innerowrkings investments,,06 Jun 2026,https://www.propertypro.ng/property/land-for-sale-chaplain-court-abraham-adesanya-estate-ajah-lagos-5PRYY
0PSGQ,Affordable 4 Bedroom Semi Detached Duplex With Bq,180000000.0,"₦ 180,000,000",4.0,5.0,House,Harris Drive Vgc Lekki Lagos,Harris Drive Vgc,Lekki,Lagos,Innerowrkings investments,Governor's Consent; Big Compound; Security,09 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-harris-drive-vgc-lekki-lagos-0PSGQ
3PSST,Brand New 5bedroom Duplex With Swimming Pool,1300000000.0,"₦ 1,300,000,000",5.0,5.0,Flat Apartment,Parkview Estate Ikoyi Lagos,Parkview Estate,Ikoyi,Lagos,Sac realty,Jacuzzi; Cctv Cameras; 24 Hours Security,13 Jun 2026,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-parkview-estate-ikoyi-lagos-3PSST
2NWNF,6 Bedroom Detached Duplex 1 Room Bq,550000000.0,"₦ 550,000,000",6.0,6.0,House,Jahi Jahi Abuja,Jahi,Jahi,Abuja,Mutu Daniel,Boys Quater,04 Dec 2025,https://www.propertypro.ng/property/6-bedroom-house-for-sale-jahi-jahi-abuja-2NWNF
0PTFD,Serviced 2 Bedroom Flat For Sale In Lekki Ikate,150000000.0,"₦ 150,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,FRANK’s Villa,,17 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-0PTFD
2PTFB,Brand New 3 Bedroom Penthouse For Sale,400000000.0,"₦ 400,000,000",3.0,3.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,FRANK’s Villa,,17 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2PTFB
7PLVS,3 Bedroom Apartment,1215000000.0,"₦ 1,215,000,000",3.0,3.0,Flat / Apartment,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,PECONS REALTORS,Only on PropertyPro,22 Apr 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-7PLVS
8PRQB,Newly Built 3 Bedroom Apartment With Bq,220000000.0,"₦ 220,000,000",3.0,3.0,Flat Apartment,Katampe Main Abuja,Katampe,Main,Abuja,Innerowrkings investments,Security Doors; C Of O; 24 Hours Security,03 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-katampe-main-abuja-8PRQB
2PRUM,Primed 500sqm & 550sqm & 688sqm Residential Plots,300000000.0,"₦ 300,000,000",,,Land,Lakowe Golf Course Estate Lakowe Ajah Lagos,Lakowe Golf Course Estate Lakowe,Ajah,Lagos,Innerowrkings investments,,05 Jun 2026,https://www.propertypro.ng/property/land-for-sale-lakowe-golf-course-estate-lakowe-ajah-lagos-2PRUM
5PQJJ,Newly Built 4 Bedroom Terraced Duplex With Bq,300000000.0,"₦ 300,000,000",4.0,4.0,House,Kaura (games Village) Abuja,Kaura (games,Village),Abuja,Innerowrkings investments,Security Doors; Big Compound; 24 Hours Security,23 May 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kaura-games-village-abuja-5PQJJ
8PSBJ,Brand New 4bedroom Duplex,160000000.0,"₦ 160,000,000",4.0,4.0,Flat Apartment,Thomas Estate Ajah Lagos,Thomas Estate,Ajah,Lagos,Sac realty,Security Doors; Governor's Consent; 24 Hours Security,08 Jun 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-thomas-estate-ajah-lagos-8PSBJ
8PSEM,Brand New 5bedroom Duplex With Cinema,600000000.0,"₦ 600,000,000",5.0,5.0,Flat Apartment,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Sac realty,Security Doors; Governor's Consent; Jacuzzi,09 Jun 2026,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-osapa-london-lekki-lagos-8PSEM
1PQCQ,2 Bedroom Flat,150000000.0,"₦ 150,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,FRANK’s Villa,,21 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-1PQCQ
3PSLM,Massive 8 Bedroom Detached Duplex With Elevator,10000000000.0,"₦ 10,000,000,000",8.0,8.0,House,Maitama Abuja,Maitama,Abuja,Abuja,Innerowrkings investments,Security Doors; Big Compound; 24 Hours Security,11 Jun 2026,https://www.propertypro.ng/property/8-bedroom-house-for-sale-maitama-abuja-3PSLM
3PPKJ,Serviced Furnished 2 Bedroom Apartment,150000000.0,"₦ 150,000,000",2.0,2.0,Flat / Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,FRANK’s Villa,Only on PropertyPro,14 May 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-3PPKJ
6PRYM,Brand New 5bedroom Duplex With Swimming Pool,350000000.0,"₦ 350,000,000",5.0,5.0,Flat Apartment,Orchid Lekki Lagos,Orchid,Lekki,Lagos,Sac realty,,06 Jun 2026,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-orchid-lekki-lagos-6PRYM
6PUCV,5 Bedroom Terrace Duplex With Bq For Sale In V.i,1000000000.0,"₦ 1,000,000,000",5.0,5.0,House,Victoria Island Lagos,Victoria,Island,Lagos,FRANK’s Villa,,18 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-victoria-island-lagos-6PUCV
5PMJE,4 Bedroom Penthouse,450000000.0,"₦ 450,000,000",4.0,4.0,House,Nihort Jericho Ibadan Oyo,Nihort Jericho,Ibadan,Oyo,PECONS REALTORS,,27 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-nihort-jericho-ibadan-oyo-5PMJE
8PSQD,4 Bedroom Detached Duplex With Bq,580000000.0,"₦ 580,000,000",4.0,,House,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,PMNG Acquisitions,Boys Quater,12 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-8PSQD
0PKMY,5 Bedroom Semi Detached Duplex With Bq,750000000.0,"₦ 750,000,000",5.0,5.0,House,Ikeja Gra Ikeja Gra Ikeja Lagos,Ikeja Gra Ikeja Gra,Ikeja,Lagos,PMNG Acquisitions,,10 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikeja-gra-ikeja-gra-ikeja-lagos-0PKMY
4PTFA,Unfurnished 2 Bedroom Masionette For Sale,300000000.0,"₦ 300,000,000",2.0,2.0,House,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,FRANK’s Villa,,17 Jun 2026,https://www.propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4PTFA
5PSSP,4bed Semi Detached+bq,320000000.0,"₦ 320,000,000",4.0,5.0,House,Ebute Metta Yaba Lagos,Ebute Metta,Yaba,Lagos,Dollyrealty,Security Doors; Governor's Consent; Jacuzzi,13 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ebute-metta-yaba-lagos-5PSSP
0PSBJ,Brand New 4bedroom Terrace,130000000.0,"₦ 130,000,000",4.0,4.0,Flat Apartment,Sangotedo Ajah Lagos,Sangotedo,Ajah,Lagos,Sac realty,Cctv Cameras; 24 Hours Security; Security,08 Jun 2026,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-sangotedo-ajah-lagos-0PSBJ
3NWNE,3 Bedroom Semi Detached Duplex 1 Room Bq,100000000.0,"₦ 100,000,000",3.0,3.0,House,Jabi Jabi Abuja,Jabi,Jabi,Abuja,Mutu Daniel,Big Compound; All Room Ensuit; Boys Quater,04 Dec 2025,https://www.propertypro.ng/property/3-bedroom-house-for-sale-jabi-jabi-abuja-3NWNE
5PSAY,Chevron Plots Of Land,300000000.0,"₦ 300,000,000",,,Land,Chevron Lekki Lagos,Chevron,Lekki,Lagos,PECONS REALTORS,,08 Jun 2026,https://www.propertypro.ng/property/land-for-sale-chevron-lekki-lagos-5PSAY
2NWLU,Newly Built 4 Bedroom Terrace Duplex,250000000.0,"₦ 250,000,000",4.0,4.0,House,Katampe Extension Katampe Abuja,Katampe Extension,Katampe,Abuja,Mutu Daniel,,04 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-katampe-extension-katampe-abuja-2NWLU
4NXGW,4 Bedroom Terrace Duplex With Bq,300000000.0,"₦ 300,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,Mutu Daniel,,12 Dec 2025,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-4NXGW
5PRYC,Luxury Furnished 2 Bedroom With Pool & Gym For Sale,300000000.0,"₦ 300,000,000",2.0,2.0,Flat Apartment,Lekki Phase 1 Lekki Lagos,Lekki Phase 1,Lekki,Lagos,FRANK’s Villa,,06 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-5PRYC
9PTFB,4 Bedroom Terrace Duplex For Sale In Oniru Vi,750000000.0,"₦ 750,000,000",4.0,4.0,House,Oniru Victoria Island Lagos,Oniru Victoria,Island,Lagos,FRANK’s Villa,,17 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-9PTFB
0PMRB,2 Units 4 Bedroom Detached Duplex With Bq,400000000.0,"₦ 400,000,000",4.0,,House,Unity Estate Magodo Kosofe Ikosi Lagos,Unity Estate Magodo Kosofe,Ikosi,Lagos,PMNG Acquisitions,Boys Quater,29 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-unity-estate-magodo-kosofe-ikosi-lagos-0PMRB
8PSQG,4 Bedroom Semi Detached Duplex With Bq,400000000.0,"₦ 400,000,000",4.0,,House,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,PMNG Acquisitions,,12 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-8PSQG
2PTBV,Exquisite 5 Bedroom Semi Detached Duplex With Bq,750000000.0,"₦ 750,000,000",5.0,5.0,House,Ikeja Gra Ikeja Lagos,Ikeja Gra,Ikeja,Lagos,PMNG Acquisitions,,16 Jun 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-2PTBV
9PTCM,4 Bedroom Semi Detached Duplex With Bq,420000000.0,"₦ 420,000,000",4.0,4.0,House,Adeniyi Jones Ikeja Lagos,Adeniyi Jones,Ikeja,Lagos,PMNG Acquisitions,,16 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-9PTCM
3PSEN,Fully Furnished 5bedroom With Swimming Pool,30000000.0,"₦ 30,000,000",5.0,5.0,Flat Apartment,Osapa London Lekki Lagos,Osapa London,Lekki,Lagos,Sac realty,Cctv Cameras; 24 Hours Security; Security,09 Jun 2026,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-osapa-london-lekki-lagos-3PSEN
4PPMA,4 Unit Of 2 Bedroom Duplex,200000000.0,"₦ 200,000,000",2.0,,House,Alakia Ibadan Oyo,Alakia,Ibadan,Oyo,BestieChoize Properties,Only on PropertyPro,15 May 2026,https://www.propertypro.ng/property/house-for-sale-alakia-ibadan-oyo-4PPMA
2PSUS,4bedroom Duplex With Bq,185000000.0,"₦ 185,000,000",4.0,4.0,House,"2nd Avenue, Gwarinpa Abuja Gwarinpa Abuja","2nd Avenue, Gwarinpa Abuja",Gwarinpa,Abuja,Afrimax Properties,Boys Quater,14 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-2nd-avenue-gwarinpa-abuja-gwarinpa-abuja-2PSUS
2PRZV,Luxury 4 Bedroom Semi Detached Duplex With Bq,510000000.0,"₦ 510,000,000",4.0,,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,PMNG Acquisitions,,07 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opebi-ikeja-lagos-2PRZV
2PJWA,Furnished 5 Bedroom Fully Detached Duplex With Bq,650000000.0,"₦ 650,000,000",5.0,,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,PMNG Acquisitions,Boys Quater,03 Apr 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-opebi-ikeja-lagos-2PJWA
7PRZT,Luxury 4 Bedroom Terrace Duplex,320000000.0,"₦ 320,000,000",4.0,,House,Opebi Ikeja Lagos,Opebi,Ikeja,Lagos,PMNG Acquisitions,,07 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opebi-ikeja-lagos-7PRZT
4PQKR,Massive 6 Bedroom Detached Duplex,2500000000.0,"₦ 2,500,000,000",6.0,6.0,House,Maitama Abuja,Maitama,Abuja,Abuja,Innerowrkings investments,Cctv Cameras; 24 Hours Security; Security,23 May 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-maitama-abuja-4PQKR
6PQFY,5 Bedroom Terraced Duplex Pool/gym,1200000000.0,"₦ 1,200,000,000",5.0,5.0,House,Ikoyi Lagos,Ikoyi,Lagos,Lagos,FRANK’s Villa,,22 May 2026,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-6PQFY
9PSHY,Three Bedroom Flat With Pool For Sale In Banana Island,850000000.0,"₦ 850,000,000",3.0,3.0,Flat Apartment,Banana Island Ikoyi Lagos,Banana Island,Ikoyi,Lagos,FRANK’s Villa,,10 Jun 2026,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-banana-island-ikoyi-lagos-9PSHY
9PUDJ,Serviced 2 Bedroom Apartment For Sale,150000000.0,"₦ 150,000,000",2.0,2.0,Flat Apartment,Ikate Lekki Lagos,Ikate,Lekki,Lagos,FRANK’s Villa,,24 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-9PUDJ
1PMAB,6 Bedroom Semi Finished Duplex With Bq,420000000.0,"₦ 420,000,000",6.0,6.0,House,Apo Dutse Abuja,Apo,Dutse,Abuja,Starzij Realtors,Cctv Cameras; 24 Hours Security; Security,23 Apr 2026,https://www.propertypro.ng/property/6-bedroom-house-for-sale-apo-dutse-abuja-1PMAB
0PTKR,Furnished 2 Bedroom Maisonette,320000000.0,"₦ 320,000,000",2.0,2.0,Flat Apartment,Freedom Way Lekki Lagos,Freedom Way,Lekki,Lagos,PECONS REALTORS,,18 Jun 2026,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-freedom-way-lekki-lagos-0PTKR
9PSTE,4 Bedroom Terrace Duplex + Bq,210000000.0,"₦ 210,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,BEVIKS REALTY,C Of O; Big Compound; 24 Hours Electricity,13 Jun 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-9PSTE
3PTSA,Big Mini Flat,49900000.0,"₦ 49,900,000",1.0,1.0,Flat Apartment,Lekki Lagos,Lekki,Lagos,Lagos,Afrimax Properties,,20 Jun 2026,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-lekki-lagos-3PTSA
0PLWY,Newly Built 4 Bedroom Terrace Duplex With Bq,300000000.0,"₦ 300,000,000",4.0,4.0,House,Life Camp Abuja,Life,Camp,Abuja,Starzij Realtors,Cctv Cameras; 24 Hours Security; Security,22 Apr 2026,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-0PLWY
